Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
24/11/2023;328;2;70,104.00;East;Rural;High School;Married;0;46-60;Employed;297;Medium;Medium;Non-Vegetarian;Rarely;Daily;Daily;Local;No;High;No;Yes;Portion Control;Refrigeration;No;High;Rarely;Sometimes;Storage;Rarely;Smart Shopping;Moderate;Partial;Meat;16;5
25/11/2023;329;3;51,936.00;North;Urban;PhD;Married;1;61;Student;204;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Local;No;High;Yes;No;Excess Purchases;Canning;No;High;Daily;Sometimes;Preservation;Rarely;Reduced Portions;Moderate;Not Successful;Vegetables;16;0
26/11/2023;330;2;51,415.00;East;Urban;Bachelor;Single;1;18-30;Student;212;Small;Large;Non-Vegetarian;Daily;Rarely;Daily;Online;Yes;High;Yes;Yes;Spoilage;Canning;No;High;Rarely;Regularly;Prompt Consumption;Rarely;Reduced Portions;Moderate;Not Successful;Fruits;16;1
27/11/2023;331;5;47,094.00;South;Urban;PhD;Married;3;46-60;Employed;149;Large;Large;Vegetarian;Weekly;Rarely;Daily;Local;No;Low;No;Yes;Portion Control;Refrigeration;No;Low;Daily;Rarely;Storage;Regularly;Meal Planning;Low;Partial;Vegetables;16;5
28/11/2023;332;2;51,337.00;East;Rural;High School;Married;0;18-30;Student;107;Large;Small;Non-Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Moderate;Yes;Yes;Spoilage;Freezing;No;High;Weekly;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Moderate;Not Successful;Seafood;16;1
29/11/2023;333;4;49,156.00;North;Rural;Bachelor;Single;3;46-60;Student;242;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Local;No;Moderate;Yes;No;Excess Purchases;Canning;No;Low;Weekly;Sometimes;Storage;Occasionally;Smart Shopping;Moderate;Partial;Meat;16;1
30/11/2023;334;3;38,062.00;North;Urban;High School;Divorced;2;61;Student;189;Large;Medium;Non-Vegetarian;Rarely;Weekly;Daily;Local;No;Moderate;No;No;Excess Purchases;Canning;No;High;Rarely;Sometimes;Prompt Consumption;Rarely;Meal Planning;Moderate;Not Successful;Fruits;16;1
01/12/2023;335;4;49,070.00;North;Urban;Bachelor;Married;2;31-45;Unemployed;36;Small;Small;Vegetarian;Rarely;Daily;Daily;Online;Yes;High;No;Yes;Excess Purchases;Refrigeration;No;Moderate;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Not Successful;Fruits;16;5
02/12/2023;336;5;51,154.00;East;Rural;PhD;Married;3;46-60;Unemployed;222;Small;Large;Vegetarian;Rarely;Rarely;Daily;Local;No;Low;No;Yes;Spoilage;Freezing;No;Moderate;Rarely;Regularly;Preservation;Regularly;Meal Planning;Moderate;Not Successful;Fruits;16;5
03/12/2023;337;2;34,343.00;East;Urban;Bachelor;Married;0;31-45;Student;254;Small;Large;Non-Vegetarian;Weekly;Daily;Daily;Online;Yes;Low;Yes;Yes;Excess Purchases;Canning;No;Moderate;Daily;Sometimes;Preservation;Occasionally;Reduced Portions;High;Not Successful;Vegetables;16;0
04/12/2023;338;1;46,696.00;East;Rural;Master;Single;0;31-45;Unemployed;214;Small;Small;Vegetarian;Weekly;Rarely;Weekly;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Canning;No;Moderate;Rarely;Rarely;Prompt Consumption;Occasionally;Reduced Portions;Moderate;Not Successful;Fruits;16;0
05/12/2023;339;4;41,844.00;West;Rural;Master;Married;2;61;Employed;107;Small;Large;Vegetarian;Rarely;Daily;Daily;Local;No;High;Yes;Yes;Spoilage;Refrigeration;Yes;Low;Daily;Regularly;Prompt Consumption;Regularly;Meal Planning;Moderate;Partial;Meat;16;3
06/12/2023;340;4;28,409.00;North;Urban;High School;Divorced;3;18-30;Student;67;Small;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Low;No;No;Spoilage;Freezing;No;Moderate;Weekly;Rarely;Prompt Consumption;Rarely;Smart Shopping;Moderate;Not Successful;Fruits;16;5
07/12/2023;341;4;30,709.00;North;Rural;Master;Single;3;61;Unemployed;200;Large;Large;Vegetarian;Weekly;Rarely;Daily;Local;Yes;Low;No;Yes;Excess Purchases;Freezing;No;High;Rarely;Regularly;Preservation;Regularly;Reduced Portions;Low;Not Successful;Seafood;16;2
08/12/2023;342;3;66,307.00;South;Rural;High School;Single;2;18-30;Student;127;Large;Medium;Vegetarian;Rarely;Rarely;Daily;Supermarket;No;High;No;No;Spoilage;Canning;Yes;Moderate;Daily;Regularly;Storage;Regularly;Meal Planning;Low;Partial;Vegetables;16;6
09/12/2023;343;2;60,329.00;West;Rural;PhD;Single;1;31-45;Unemployed;297;Large;Large;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;No;High;No;Yes;Spoilage;Freezing;No;High;Daily;Regularly;Preservation;Occasionally;Meal Planning;High;Not Successful;Vegetables;16;5
10/12/2023;344;4;34,773.00;West;Urban;Bachelor;Married;2;18-30;Unemployed;170;Small;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;No;No;Excess Purchases;Refrigeration;Yes;Low;Weekly;Sometimes;Storage;Rarely;Smart Shopping;High;Partial;Seafood;16;4
11/12/2023;345;2;33,035.00;East;Urban;PhD;Single;1;31-45;Employed;221;Large;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;Low;No;No;Portion Control;Canning;Yes;Low;Rarely;Regularly;Storage;Regularly;Reduced Portions;High;Partial;Seafood;16;4
12/12/2023;346;2;60,067.00;South;Rural;PhD;Married;0;46-60;Employed;88;Small;Small;Non-Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Moderate;Yes;No;Spoilage;Canning;Yes;High;Weekly;Sometimes;Prompt Consumption;Rarely;Reduced Portions;Moderate;Partial;Vegetables;16;4
13/12/2023;347;1;73,194.00;East;Rural;High School;Divorced;0;18-30;Employed;40;Medium;Large;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;High;No;Yes;Portion Control;Freezing;No;High;Rarely;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Partial;Vegetables;16;3
14/12/2023;348;2;30,430.00;North;Urban;High School;Married;0;18-30;Unemployed;113;Medium;Medium;Non-Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;High;No;No;Portion Control;Freezing;No;Low;Daily;Regularly;Storage;Regularly;Smart Shopping;High;Not Successful;Seafood;16;2
15/12/2023;349;4;53,422.00;East;Rural;PhD;Divorced;3;18-30;Student;277;Medium;Large;Non-Vegetarian;Weekly;Daily;Daily;Online;No;Moderate;No;Yes;Spoilage;Freezing;No;Low;Rarely;Regularly;Storage;Occasionally;Meal Planning;Low;Not Successful;Seafood;16;3
16/12/2023;350;2;29,832.00;North;Urban;PhD;Single;1;61;Employed;194;Small;Medium;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;No;Yes;Excess Purchases;Refrigeration;No;Moderate;Daily;Sometimes;Preservation;Occasionally;Meal Planning;High;Not Successful;Seafood;16;2
17/12/2023;351;1;38,160.00;West;Urban;PhD;Divorced;0;18-30;Employed;297;Medium;Medium;Vegetarian;Rarely;Rarely;Monthly;Online;No;High;No;Yes;Portion Control;Refrigeration;Yes;Low;Daily;Sometimes;Preservation;Rarely;Smart Shopping;Low;Partial;Vegetables;16;2
18/12/2023;352;2;59,504.00;North;Urban;PhD;Single;1;46-60;Unemployed;206;Small;Medium;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;Moderate;Yes;Yes;Spoilage;Freezing;No;Low;Weekly;Sometimes;Preservation;Regularly;Meal Planning;High;Partial;Fruits;16;3
19/12/2023;353;4;60,371.00;North;Rural;PhD;Single;3;61;Employed;281;Large;Medium;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Low;Yes;No;Excess Purchases;Refrigeration;No;High;Daily;Regularly;Preservation;Regularly;Smart Shopping;Moderate;Not Successful;Seafood;16;2
20/12/2023;354;3;48,863.00;West;Urban;PhD;Married;1;18-30;Employed;263;Medium;Small;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;Low;Yes;No;Spoilage;Refrigeration;No;Low;Rarely;Rarely;Prompt Consumption;Regularly;Meal Planning;High;Not Successful;Fruits;16;0
21/12/2023;355;2;50,798.00;North;Urban;High School;Divorced;1;61;Employed;70;Small;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Low;Yes;Yes;Portion Control;Freezing;Yes;High;Rarely;Rarely;Preservation;Rarely;Meal Planning;Low;Partial;Seafood;16;2
22/12/2023;356;4;51,875.00;East;Urban;PhD;Married;2;31-45;Employed;276;Medium;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;No;No;Spoilage;Freezing;Yes;Low;Daily;Regularly;Storage;Occasionally;Smart Shopping;Low;Successful;Fruits;16;6
23/12/2023;357;5;59,400.00;South;Rural;Bachelor;Married;3;46-60;Unemployed;256;Large;Medium;Vegetarian;Rarely;Daily;Daily;Local;No;High;Yes;Yes;Spoilage;Canning;Yes;High;Weekly;Rarely;Prompt Consumption;Occasionally;Smart Shopping;Low;Partial;Fruits;16;4
24/12/2023;358;3;43,339.00;South;Urban;Bachelor;Single;2;61;Student;266;Small;Large;Non-Vegetarian;Daily;Daily;Monthly;Local;Yes;Moderate;Yes;Yes;Spoilage;Freezing;Yes;Low;Daily;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Partial;Fruits;16;2
25/12/2023;359;2;58,871.00;West;Rural;PhD;Single;1;31-45;Employed;141;Large;Large;Non-Vegetarian;Rarely;Rarely;Daily;Supermarket;No;Moderate;No;Yes;Excess Purchases;Refrigeration;No;High;Weekly;Regularly;Preservation;Regularly;Smart Shopping;Moderate;Partial;Meat;16;5
26/12/2023;360;4;33,376.00;East;Urban;Bachelor;Married;2;31-45;Student;50;Large;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Low;No;No;Spoilage;Freezing;No;Low;Weekly;Rarely;Prompt Consumption;Rarely;Smart Shopping;High;Not Successful;Meat;16;5
27/12/2023;361;4;59,802.00;East;Urban;Bachelor;Divorced;3;31-45;Student;65;Medium;Large;Non-Vegetarian;Rarely;Weekly;Daily;Online;Yes;Low;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Weekly;Regularly;Storage;Occasionally;Smart Shopping;Low;Not Successful;Fruits;16;6
28/12/2023;362;4;49,461.00;East;Urban;PhD;Divorced;3;18-30;Employed;114;Large;Medium;Vegetarian;Daily;Rarely;Daily;Supermarket;No;Low;Yes;Yes;Portion Control;Refrigeration;Yes;Moderate;Weekly;Regularly;Prompt Consumption;Occasionally;Reduced Portions;Low;Not Successful;Meat;16;4
29/12/2023;363;4;67,909.00;East;Urban;High School;Single;3;61;Unemployed;73;Medium;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;No;No;Excess Purchases;Freezing;No;Low;Daily;Sometimes;Storage;Occasionally;Smart Shopping;High;Not Successful;Vegetables;16;1
30/12/2023;364;1;42,618.00;West;Rural;Bachelor;Single;0;31-45;Unemployed;194;Medium;Small;Non-Vegetarian;Weekly;Rarely;Monthly;Supermarket;No;Low;Yes;No;Excess Purchases;Canning;No;High;Weekly;Sometimes;Preservation;Rarely;Reduced Portions;Moderate;Successful;Seafood;16;6
31/12/2023;365;4;60,715.00;East;Rural;PhD;Divorced;3;61;Employed;172;Small;Large;Non-Vegetarian;Weekly;Weekly;Daily;Local;Yes;High;No;Yes;Portion Control;Freezing;Yes;High;Daily;Sometimes;Storage;Regularly;Smart Shopping;Moderate;Successful;Fruits;16;3
01/01/2024;366;3;68,851.00;South;Rural;Master;Single;2;18-30;Student;174;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;Low;No;Yes;Spoilage;Refrigeration;Yes;Moderate;Daily;Sometimes;Preservation;Regularly;Meal Planning;Moderate;Not Successful;Vegetables;16;3
02/01/2024;367;2;52,413.00;South;Urban;Master;Divorced;1;46-60;Employed;245;Large;Small;Vegetarian;Weekly;Daily;Daily;Supermarket;Yes;Moderate;No;Yes;Portion Control;Canning;Yes;High;Rarely;Sometimes;Storage;Rarely;Reduced Portions;Moderate;Partial;Seafood;16;3
03/01/2024;368;5;43,629.00;South;Urban;Master;Married;3;61;Unemployed;53;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Local;No;High;No;No;Spoilage;Freezing;Yes;Moderate;Rarely;Rarely;Prompt Consumption;Regularly;Smart Shopping;Low;Successful;Vegetables;16;3
04/01/2024;369;2;28,990.00;East;Rural;Master;Divorced;1;31-45;Employed;107;Medium;Large;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Moderate;No;No;Portion Control;Freezing;Yes;Moderate;Weekly;Sometimes;Storage;Regularly;Reduced Portions;Moderate;Successful;Vegetables;16;6
05/01/2024;370;4;45,734.00;South;Rural;PhD;Single;3;46-60;Employed;194;Small;Small;Non-Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;High;Yes;No;Excess Purchases;Canning;No;Moderate;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;High;Partial;Meat;16;2
06/01/2024;371;3;45,835.00;West;Rural;Bachelor;Married;1;61;Student;247;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;Low;Yes;No;Portion Control;Canning;Yes;Moderate;Daily;Rarely;Storage;Occasionally;Reduced Portions;Moderate;Not Successful;Seafood;16;3
07/01/2024;372;2;45,094.00;North;Urban;High School;Divorced;1;31-45;Employed;267;Large;Small;Non-Vegetarian;Daily;Weekly;Daily;Online;Yes;High;Yes;No;Portion Control;Freezing;Yes;High;Daily;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Not Successful;Seafood;16;4
08/01/2024;373;4;67,873.00;West;Rural;Bachelor;Single;3;61;Unemployed;159;Large;Small;Non-Vegetarian;Rarely;Daily;Daily;Local;No;Low;Yes;Yes;Excess Purchases;Refrigeration;No;Low;Weekly;Rarely;Preservation;Regularly;Reduced Portions;High;Partial;Meat;16;2
09/01/2024;374;3;63,475.00;West;Rural;Master;Married;1;46-60;Employed;241;Medium;Medium;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Low;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Daily;Sometimes;Prompt Consumption;Rarely;Meal Planning;Low;Not Successful;Vegetables;16;1
10/01/2024;375;4;56,831.00;South;Rural;High School;Divorced;3;31-45;Unemployed;207;Large;Small;Non-Vegetarian;Rarely;Rarely;Daily;Online;No;Low;No;Yes;Portion Control;Refrigeration;Yes;Moderate;Daily;Rarely;Preservation;Regularly;Meal Planning;High;Successful;Meat;16;6
11/01/2024;376;3;52,071.00;East;Urban;PhD;Divorced;2;31-45;Employed;141;Small;Medium;Vegetarian;Daily;Weekly;Daily;Online;Yes;Moderate;No;No;Spoilage;Canning;No;Low;Rarely;Rarely;Storage;Regularly;Meal Planning;Moderate;Not Successful;Fruits;16;6
12/01/2024;377;5;46,011.00;North;Urban;Bachelor;Married;3;18-30;Student;225;Medium;Large;Non-Vegetarian;Weekly;Weekly;Daily;Online;No;High;Yes;Yes;Excess Purchases;Freezing;Yes;High;Rarely;Sometimes;Storage;Rarely;Smart Shopping;High;Partial;Fruits;16;0
13/01/2024;378;2;58,413.00;North;Rural;Bachelor;Married;0;31-45;Unemployed;291;Medium;Large;Non-Vegetarian;Weekly;Daily;Daily;Online;No;High;No;No;Portion Control;Refrigeration;Yes;Low;Daily;Sometimes;Preservation;Occasionally;Smart Shopping;Low;Successful;Meat;16;5
14/01/2024;379;4;41,196.00;South;Rural;High School;Divorced;3;18-30;Employed;280;Large;Small;Vegetarian;Rarely;Weekly;Daily;Online;No;Moderate;Yes;Yes;Portion Control;Refrigeration;No;Low;Rarely;Rarely;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Meat;16;6
15/01/2024;380;3;61,275.00;West;Urban;High School;Divorced;2;61;Employed;41;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Local;No;High;Yes;No;Spoilage;Refrigeration;No;High;Weekly;Regularly;Storage;Regularly;Reduced Portions;Low;Partial;Meat;16;3
16/01/2024;381;4;66,888.00;South;Urban;PhD;Divorced;3;18-30;Student;298;Medium;Medium;Vegetarian;Daily;Daily;Daily;Online;No;Moderate;No;No;Spoilage;Refrigeration;No;Low;Weekly;Rarely;Storage;Regularly;Meal Planning;High;Partial;Fruits;16;6
17/01/2024;382;3;70,851.00;East;Rural;Bachelor;Single;2;46-60;Employed;287;Medium;Small;Non-Vegetarian;Weekly;Daily;Monthly;Local;Yes;Moderate;No;Yes;Spoilage;Canning;Yes;Low;Weekly;Regularly;Preservation;Regularly;Smart Shopping;High;Successful;Meat;16;4
18/01/2024;383;4;58,242.00;North;Urban;High School;Married;2;31-45;Unemployed;267;Small;Small;Vegetarian;Weekly;Daily;Daily;Online;No;Low;Yes;No;Excess Purchases;Canning;No;Moderate;Weekly;Rarely;Prompt Consumption;Occasionally;Reduced Portions;Moderate;Successful;Vegetables;16;4
19/01/2024;384;3;60,506.00;West;Rural;Bachelor;Single;2;31-45;Student;46;Large;Small;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Refrigeration;No;Low;Daily;Regularly;Preservation;Regularly;Smart Shopping;Low;Partial;Vegetables;16;6
20/01/2024;385;5;57,150.00;West;Urban;PhD;Married;3;61;Student;207;Large;Large;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Low;Yes;Yes;Excess Purchases;Canning;No;High;Rarely;Sometimes;Prompt Consumption;Rarely;Meal Planning;Moderate;Not Successful;Meat;16;0
21/01/2024;386;2;53,999.00;West;Rural;PhD;Divorced;1;18-30;Unemployed;138;Medium;Small;Non-Vegetarian;Rarely;Rarely;Daily;Online;No;Moderate;Yes;Yes;Portion Control;Canning;No;High;Rarely;Sometimes;Preservation;Regularly;Smart Shopping;Low;Partial;Fruits;16;1
22/01/2024;387;3;60,154.00;North;Urban;Bachelor;Single;2;46-60;Unemployed;295;Medium;Small;Non-Vegetarian;Weekly;Rarely;Daily;Local;Yes;Low;No;Yes;Spoilage;Freezing;Yes;Moderate;Daily;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Low;Partial;Fruits;16;1
23/01/2024;388;2;61,247.00;East;Rural;Master;Married;0;31-45;Student;71;Medium;Large;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;Moderate;Yes;No;Portion Control;Refrigeration;No;Low;Daily;Sometimes;Preservation;Regularly;Meal Planning;High;Not Successful;Meat;16;4
24/01/2024;389;4;52,265.00;South;Rural;High School;Married;2;46-60;Unemployed;110;Small;Medium;Non-Vegetarian;Daily;Daily;Daily;Local;No;High;Yes;No;Excess Purchases;Refrigeration;Yes;High;Daily;Sometimes;Prompt Consumption;Regularly;Reduced Portions;Low;Successful;Seafood;16;2
25/01/2024;390;4;50,951.00;West;Urban;Master;Single;3;18-30;Unemployed;106;Small;Small;Vegetarian;Daily;Daily;Daily;Online;No;High;No;No;Excess Purchases;Freezing;No;Moderate;Rarely;Rarely;Preservation;Rarely;Reduced Portions;Low;Not Successful;Vegetables;16;0
26/01/2024;391;3;52,127.00;West;Urban;PhD;Divorced;2;31-45;Employed;176;Small;Medium;Non-Vegetarian;Weekly;Weekly;Daily;Online;Yes;Moderate;No;No;Portion Control;Refrigeration;Yes;High;Weekly;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;High;Partial;Vegetables;16;4
27/01/2024;392;4;60,809.00;South;Urban;Bachelor;Divorced;3;18-30;Student;116;Small;Large;Vegetarian;Weekly;Daily;Daily;Online;Yes;Low;No;Yes;Portion Control;Canning;No;Low;Weekly;Rarely;Preservation;Regularly;Reduced Portions;Low;Not Successful;Fruits;16;5
28/01/2024;393;3;45,585.00;North;Rural;Master;Married;1;61;Unemployed;127;Large;Large;Non-Vegetarian;Daily;Rarely;Daily;Local;No;High;No;No;Excess Purchases;Refrigeration;Yes;High;Weekly;Rarely;Preservation;Rarely;Reduced Portions;Low;Successful;Vegetables;16;3
29/01/2024;394;4;55,485.00;South;Rural;Master;Divorced;3;31-45;Student;156;Medium;Small;Non-Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;Moderate;Yes;No;Portion Control;Canning;No;Moderate;Daily;Rarely;Prompt Consumption;Occasionally;Reduced Portions;Low;Successful;Seafood;16;6
30/01/2024;395;4;51,823.00;East;Urban;Master;Married;2;18-30;Employed;135;Medium;Large;Vegetarian;Weekly;Rarely;Daily;Supermarket;Yes;High;Yes;Yes;Spoilage;Refrigeration;No;Moderate;Rarely;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Seafood;16;6
31/01/2024;396;1;47,361.00;West;Urban;Master;Single;0;18-30;Unemployed;90;Large;Medium;Non-Vegetarian;Daily;Daily;Monthly;Online;No;Low;Yes;No;Portion Control;Freezing;No;High;Daily;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Not Successful;Seafood;16;6
01/02/2024;397;2;60,012.00;North;Urban;High School;Divorced;1;46-60;Unemployed;292;Large;Medium;Non-Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Moderate;Yes;Yes;Excess Purchases;Refrigeration;Yes;Low;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Vegetables;16;2
02/02/2024;398;2;68,799.00;North;Rural;Master;Married;0;31-45;Unemployed;53;Small;Small;Non-Vegetarian;Weekly;Rarely;Monthly;Supermarket;No;High;No;Yes;Spoilage;Refrigeration;No;Low;Rarely;Regularly;Storage;Regularly;Meal Planning;High;Not Successful;Vegetables;16;4
03/02/2024;399;3;49,428.00;East;Urban;High School;Divorced;2;46-60;Employed;56;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Local;Yes;High;No;No;Spoilage;Refrigeration;Yes;High;Rarely;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Successful;Seafood;16;2
04/02/2024;400;1;52,360.00;East;Urban;Master;Single;0;61;Employed;297;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Local;No;Moderate;No;Yes;Excess Purchases;Refrigeration;No;Moderate;Weekly;Rarely;Storage;Occasionally;Smart Shopping;Moderate;Not Successful;Fruits;16;3
05/02/2024;401;3;71,530.00;South;Rural;High School;Divorced;2;46-60;Unemployed;186;Large;Medium;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;Moderate;Yes;No;Portion Control;Canning;Yes;Low;Weekly;Rarely;Storage;Occasionally;Smart Shopping;Low;Not Successful;Fruits;16;4
06/02/2024;402;2;63,154.00;West;Urban;Bachelor;Married;0;31-45;Unemployed;240;Large;Medium;Vegetarian;Weekly;Rarely;Daily;Supermarket;Yes;High;No;Yes;Excess Purchases;Canning;No;Moderate;Daily;Regularly;Prompt Consumption;Regularly;Meal Planning;Moderate;Not Successful;Meat;16;4
07/02/2024;403;4;44,666.00;West;Urban;Bachelor;Divorced;3;18-30;Unemployed;21;Medium;Large;Vegetarian;Weekly;Daily;Daily;Supermarket;No;High;Yes;Yes;Excess Purchases;Canning;No;Low;Weekly;Regularly;Storage;Rarely;Smart Shopping;High;Not Successful;Vegetables;16;4
08/02/2024;404;4;38,733.00;East;Rural;Master;Divorced;3;31-45;Student;295;Small;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;Moderate;No;No;Spoilage;Refrigeration;No;Moderate;Rarely;Sometimes;Preservation;Rarely;Reduced Portions;Moderate;Partial;Seafood;16;4
09/02/2024;405;2;38,049.00;North;Urban;Master;Single;1;46-60;Employed;299;Small;Medium;Non-Vegetarian;Daily;Rarely;Monthly;Local;No;High;Yes;No;Spoilage;Refrigeration;No;Low;Weekly;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;High;Successful;Vegetables;16;1
10/02/2024;406;4;66,225.00;North;Urban;High School;Single;3;46-60;Unemployed;287;Large;Large;Vegetarian;Weekly;Daily;Daily;Local;No;Moderate;No;No;Spoilage;Refrigeration;No;High;Weekly;Regularly;Prompt Consumption;Regularly;Reduced Portions;High;Partial;Fruits;16;0
11/02/2024;407;1;53,864.00;North;Rural;High School;Single;0;46-60;Student;299;Small;Small;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;Moderate;No;Yes;Excess Purchases;Freezing;No;Moderate;Daily;Rarely;Storage;Regularly;Smart Shopping;Low;Not Successful;Meat;16;2
